Sno,Date,Day,Hour of Day,Trip Start Time HHMM,Pickup District, DropOff District,Distance Travelled,Trip Duration in Seconds,Trip End Time,Taxi Number,Taxi Type,Taxi Capacity,Number Of Passengers,Trip Fare,Passenger ID,Passenger Name
17312,9-Jan-24,Tue,8,08:47,Yio Chu Kang,Eastwood,8.6,1364,08:10,SHX8982,Mini Cab,4,3,21.05,11547,Wayne Kuang
17313,9-Jan-24,Tue,8,08:47,Tiong Bahru,Thomson,10.3,1699,08:15,SHY2990,Limosine,4,1,22.95,11463,Sharon Chai
17314,9-Jan-24,Tue,8,08:47,Havelock Road,Kembangan,13,1855,08:18,SHX7047,Premier,4,3,27.95,10852,Akash Mishra
17315,9-Jan-24,Tue,8,08:48,Kembangan,Bedok,5.2,781,08:01,SHY6405,Standard,4,2,13.06,11314,John Ting
17316,9-Jan-24,Tue,8,08:48,Alexandra,Moulmein,10.8,1782,08:18,SHY0063,Premier,5,2,26.79,10184,Terence Cho
17317,9-Jan-24,Tue,8,08:48,Bayshore,Geylang,5,662,08:59,SHX0354,Standard,4,3,12.74,11728,Audrey Wu
17318,9-Jan-24,Tue,8,08:48,Killiney,Sims,8.7,1653,08:16,SHX4103,Standard,4,2,20.64,10325,Ruth Hang
17319,9-Jan-24,Tue,8,08:48,Admiralty Drive,Yishun,1.6,432,08:56,SHY2990,Limosine,4,3,6.69,12113,Aaron Ping
17320,9-Jan-24,Tue,8,08:49,Keppel,Redhill,2.3,495,08:57,SHY1413,Limosine,4,2,8.09,11586,Jayne Weng
17321,9-Jan-24,Tue,8,08:49,Eunos,Upper East Coast,3.2,694,08:00,SHX1954,Standard,4,1,10.94,11625,Maureen Teo
17322,9-Jan-24,Tue,8,08:49,Hong Leong Garden,Balestier,15.7,1956,08:21,SHZ6724,Standard,4,3,29.55,10968,Stephen Kwok
17323,9-Jan-24,Tue,8,08:49,Upper Thomson,Tiong Bahru,11.3,1609,08:16,SHX4244,Standard,4,1,27.21,11326,Olive Shum
17324,9-Jan-24,Tue,8,08:49,Newton,Hougang,16,3028,09:38,SHZ9192,Limosine,4,3,35.07,11804,Lawrence Cui
17325,9-Jan-24,Tue,8,08:49,Sembawang,Hougang,2.8,649,08:00,SHY7964,Mini Cab,4,2,8.58,10376,Anand Bath
17326,9-Jan-24,Tue,8,08:50,East Coast,Middle Road,18.2,3133,09:41,SHY8962,Mini Cab,3,1,40.6,12330,Martin Tee
17327,9-Jan-24,Tue,8,08:50,Yio Chu Kang,North Bridge Road,10.4,1365,08:13,SHX8902,Premier,4,2,20.88,10560,Doreen Tu
17328,9-Jan-24,Tue,8,08:51,Little India,Kembangan,7.7,1059,08:08,SHY1448,Standard,4,1,17.05,10110,Julian Mo
17329,9-Jan-24,Tue,8,08:51,Suntec City,Toa Payoh,7.1,1146,08:10,SHX2351,Limosine,4,3,16.84,10164,Patrick Tong
17330,9-Jan-24,Tue,8,08:51,Queenstown,Yio Chu Kang,5.9,855,08:05,SHX8712,Maxi Cab,7,6,13.22,11940,Lee Kwa
17331,9-Jan-24,Tue,8,08:52,Middle Road,Clementi Park,10.4,1625,08:19,SHY3709,Premier,4,1,24.31,12070,Emma Lay
17332,9-Jan-24,Tue,8,08:52,Sembawang,Beach Road,12.8,1476,08:16,SHX0399,Mini Cab,3,2,26.82,11025,Daisy Lew
17333,9-Jan-24,Tue,8,08:52,Balestier,Tanjong Rhu,7.9,1290,08:13,SHZ8477,Standard,4,1,16.4,11951,Thomas Xiang
17334,9-Jan-24,Tue,8,08:52,Ulu Pandan,Loyang,29,3468,09:49,SHY0981,Maxi Cab,7,6,51.89,11314,John Ting
17335,9-Jan-24,Tue,8,08:52,Eastwood,Marine Parade,3,730,08:04,SHZ4353,Standard,4,4,10.44,11385,Jeanette Leong
17336,9-Jan-24,Tue,8,08:52,Tampines,Marina,16.2,2093,09:26,SHX3617,Standard,4,1,32.19,11450,Wendy See
17337,9-Jan-24,Tue,8,08:52,Marine Parade,Beach Road,14.4,1722,08:21,SHZ4961,Standard,4,1,26.13,12437,Roland Chou
17338,9-Jan-24,Tue,8,08:53,Novena,Hougang,16.9,2730,09:37,SHZ7886,Standard,4,1,38.17,12090,Lillian Gu
17339,9-Jan-24,Tue,8,08:53,Alexandra,Admiralty Drive,9.6,1325,08:15,SHY4138,Standard,4,4,22.69,11562,Janet Yong
17340,9-Jan-24,Tue,8,08:53,Marina,Seletar,7.9,1341,08:15,SHY1409,Standard,4,1,17.48,10057,Martyn Liao
17341,9-Jan-24,Tue,8,08:53,Springleaf,Bouna Vista,1.8,463,08:01,SHY8709,Premier,5,3,7.16,10530,Timothy Chong
17342,9-Jan-24,Tue,8,08:53,Bayshore,Rocher,19.3,2115,09:27,SHY9716,Limosine,4,3,39.28,10204,Carol Fan
17343,9-Jan-24,Tue,8,08:53,Bukit Batok ,Newton,6.4,922,08:09,SHY1488,Mini Cab,3,2,14.74,10879,Stuart Ching
17344,9-Jan-24,Tue,8,08:53,Shenton Way,Boon Lay,8.5,1018,08:10,SHY8948,Maxi Cab,6,4,16.7,12377,Gertrude Teoh
17345,9-Jan-24,Tue,8,08:53,Moulmein,Thomson,1.8,502,08:02,SHZ6071,Limosine,4,3,7.23,11286,Herbert Yee
17346,9-Jan-24,Tue,8,08:54,Marina,Sims,13,1796,09:23,SHY9774,Standard,4,2,28.22,10906,Dean Yap
17347,9-Jan-24,Tue,8,08:54,High Street,Yio Chu Kang,10.5,1410,08:17,SHY8172,Standard,4,1,21.37,12220,Grace Ng
17348,9-Jan-24,Tue,8,08:54,Keppel,Eunos,10.3,1637,08:21,SHX3643,Standard,4,3,23.99,12293,Rachel Quek
17349,9-Jan-24,Tue,8,08:54,People’s Park,Bukit Batok ,13,1324,08:17,SHY3466,Mini Cab,4,3,25.86,11713,Ian Chan
17350,9-Jan-24,Tue,8,08:54,Yio Chu Kang,Boon Lay,20.2,2217,09:30,SHX5482,Limosine,4,3,33.26,11240,Alec Pang
17351,9-Jan-24,Tue,8,08:55,Pasir Ris,Queenstown,15.5,2022,09:28,SHY9725,Premier,4,1,31.75,12330,Martin Tee
17352,9-Jan-24,Tue,8,08:55,Tagore,Bugis,8.6,1032,08:12,SHX9583,Standard,4,1,19.73,10556,Frances Zhong
17353,9-Jan-24,Tue,8,08:55,Redhill,Sengkang,7.5,786,08:08,SHY7607,Standard,4,4,15.5,11013,Susan Kwek
17354,9-Jan-24,Tue,8,08:55,Clementi Park,People’s Park,11.6,2254,09:32,SHY6572,Mini Cab,4,2,28.41,11595,Catherine Lau
17355,9-Jan-24,Tue,8,08:56,Toa Payoh,Ulu Pandan,18.1,1560,09:21,SHX4157,Standard,4,2,37.42,11501,Edwin Naing
17356,9-Jan-24,Tue,8,08:57,Alexandra,Suntec City,4,776,08:10,SHZ8017,Mini Cab,3,2,10.29,11985,Stephen Jiang
17357,9-Jan-24,Tue,8,08:58,Suntec City,Bouna Vista,9.1,1251,08:18,SHX7533,Maxi Cab,7,7,18.96,11302,Jaya Yogi
17358,9-Jan-24,Tue,8,08:58,Hougang,Macpherson,3.5,587,08:08,SHY4188,Standard,4,4,10.56,11999,James Cui
17359,9-Jan-24,Tue,8,08:58,Bukit Timah,Holland Road,1.6,430,08:05,SHX2369,Standard,4,2,6.6,10207,Sally Wee
17360,9-Jan-24,Tue,8,08:58,Alexandra,Braddell,5.5,953,08:14,SHY4842,Maxi Cab,6,6,14.49,11213,Bryan Nai
17361,9-Jan-24,Tue,8,08:59,Sengkang,Holland Road,15,1826,09:28,SHY2423,Premier,5,2,30.83,11821,Gwendoline Lay
17362,9-Jan-24,Tue,8,08:59,Joo Chiat,Thomson,21.8,3103,09:49,SHX5836,Mini Cab,4,2,43.47,10233,James Min
17363,9-Jan-24,Tue,8,08:59,Shenton Way,Killiney,9.6,948,08:15,SHX0830,Limosine,4,1,18.87,12349,Christine Meng
17364,9-Jan-24,Tue,8,08:59,Harbourfront,Kew Drive,12.6,1478,09:23,SHY0615,Standard,4,3,24.34,11547,Wayne Kuang
17365,9-Jan-24,Tue,8,08:59,Sungei Gedong,Hong Leong Garden,5.3,950,08:15,SHX8772,Standard,4,1,14.36,11024,Navi Aurora
17366,9-Jan-24,Tue,8,08:59,River Valley,Meyer,10.1,1363,09:21,SHX1081,Standard,4,1,21.86,10643,Bertie Kwan
17367,9-Jan-24,Tue,8,08:59,Tuas,Kembangan,23.9,2829,09:45,SHX4666,Maxi Cab,7,5,43.38,10750,Eliza Chong
17368,9-Jan-24,Tue,8,08:00,Rocher,Potong Pasir,14.4,2134,09:34,SHY5775,Mini Cab,3,1,30.05,10353,William Tan
17369,9-Jan-24,Tue,8,08:00,Ulu Pandan,Geylang,23.8,3131,09:51,SHZ2123,Standard,4,4,49.62,11115,Doreen So
17370,9-Jan-24,Tue,8,08:00,Ponggol,West Coast,19.9,2208,09:36,SHY7097,Premier,4,1,37.53,11800,Cameron Kwon
17371,9-Jan-24,Tue,8,08:00,Changi,Loyang,1.6,412,08:07,SHY8251,Standard,4,3,6.5,10019,Sian Lau
17372,9-Jan-24,Tue,8,08:00,Alexandra,Eastwood,14.1,2125,09:35,SHX6313,Limosine,4,4,25.7,11912,Elliott Tsang
17373,9-Jan-24,Tue,8,08:01,Thomson,Bukit Panjang,19.3,2707,09:45,SHY2517,Standard,4,3,36.99,11232,Jeremy Wang
17374,9-Jan-24,Tue,8,08:01,Flora,Moulmein,25.8,2378,09:40,SHZ7647,Standard,4,3,43.55,12150,Thomas Cai
17375,9-Jan-24,Tue,8,08:01,Clementi,Balestier,16.9,2316,09:39,SHX1030,Mini Cab,4,1,32.38,11122,Marie Chao
17376,9-Jan-24,Tue,8,08:01,Golden Mile,Upper East Coast,16.6,1780,09:30,SHY2216,Standard,4,1,27.77,11718,Damien So
17377,9-Jan-24,Tue,8,08:02,Upper Thomson,Choa Chu Kang,5.6,760,08:15,SHZ0685,Standard,4,1,12.55,11812,Kay Choong
17378,9-Jan-24,Tue,8,08:03,Springleaf,Sentosa,11.9,2006,09:35,SHY0735,Standard,4,2,27.06,10872,Mathew Lim
17379,9-Jan-24,Tue,8,08:03,Golden Mile,Balestier,8.8,1330,09:24,SHY7965,Maxi Cab,6,5,20.42,10971,Edna Lin
17380,9-Jan-24,Tue,8,08:03,Little India,Havelock Road,5.8,969,08:19,SHY0965,Standard,4,2,14.23,10401,Edward Lan
17381,9-Jan-24,Tue,8,08:03,Yio Chu Kang,Suntec City,8.1,1355,09:24,SHY1298,Standard,4,1,21.05,12057,Susan Cui
17382,9-Jan-24,Tue,8,08:03,Alexandra,Beach Road,4,740,08:15,SHY5133,Premier,4,2,10.65,11215,Maud Mun
17383,9-Jan-24,Tue,8,08:03,Sembawang,City Hall,12.6,2143,09:38,SHY3876,Standard,4,1,27.11,11098,Linda Zhu
17384,9-Jan-24,Tue,8,08:03,Raffles Place,Killiney,5.5,577,08:13,SHY5409,Mini Cab,4,1,12.57,10328,Edward Lou
17385,9-Jan-24,Tue,8,08:04,Killiney,Boon Lay,18.4,2441,09:43,SHX9442,Standard,4,1,39.93,11535,Valerie Ban
17386,9-Jan-24,Tue,8,08:04,Ardmore,Ardmore,1,315,08:09,SHZ8877,Standard,4,1,5.62,10998,Denis Wen
17387,9-Jan-24,Tue,8,08:04,Meyer,People’s Park,13.9,1995,09:36,SHX5867,Standard,4,2,28.99,10618,Ellen Seo
17388,9-Jan-24,Tue,8,08:05,Anson,Havelock Road,4.5,873,08:19,SHX1314,Mini Cab,3,1,13.01,10141,Timothy Tang
17389,9-Jan-24,Tue,8,08:05,Tanglin,Pasir Ris,22.3,2775,09:50,SHY6162,Standard,4,2,39.08,10944,Ellie Lim
17390,9-Jan-24,Tue,8,08:05,Dairy Farm,Katong,27.7,3111,09:56,SHX8432,Mini Cab,4,3,44.6,10179,Ivy Jain
17391,9-Jan-24,Tue,8,08:05,Simei,Amber Road,3,635,08:16,SHY6905,Maxi Cab,7,6,9.75,11147,Gabrielle Chua
17392,9-Jan-24,Tue,8,08:06,Woodgrove,Changi,10.3,1723,09:34,SHY9000,Mini Cab,4,3,25.88,11308,Marian Yu
17393,9-Jan-24,Tue,8,08:06,Ardmore,Balestier,11.4,1095,09:23,SHY4520,Premier,4,1,20.95,11025,Daisy Lew
17394,9-Jan-24,Tue,8,08:07,Alexandra,Ardmore,7.6,1138,09:25,SHY8685,Standard,4,1,17.79,11466,Stuart Kan
17395,9-Jan-24,Tue,8,08:07,Bishan,Middle Road,10,1369,09:29,SHY4026,Standard,4,1,21.36,11783,Ida Ng
17396,9-Jan-24,Tue,8,08:08,Clementi Park,Boat Quay,11.9,1486,09:31,SHX5731,Mini Cab,3,2,24.36,2741,Goh Chee Eng
17397,9-Jan-24,Tue,8,08:08,Seletar,Kembangan,5.8,864,09:21,SHZ5077,Standard,4,4,13.37,11114,Neil Chiu
17398,9-Jan-24,Tue,8,08:08,Woodlands,Farrer Park,4.8,777,08:21,SHX3754,Mini Cab,4,1,12.98,10080,Frances Quan
17399,9-Jan-24,Tue,8,08:08,Springleaf,Grange Road,4,699,08:20,SHX5869,Standard,4,1,11.49,10739,Trevor Liew
17400,9-Jan-24,Tue,8,08:08,River Valley,Ulu Pandan,17.1,2816,09:54,SHY1284,Premier,4,2,37.64,11971,Adam Mao
17401,9-Jan-24,Tue,8,08:09,Yio Chu Kang,Sembawang,4.2,801,09:21,SHZ0775,Premier,5,2,11.53,10736,Raymond Liao
17402,9-Jan-24,Tue,8,08:09,Braddell ,Dover,23.6,3892,09:13,SHY6162,Standard,4,4,43.31,10127,Patricia Tian
17403,9-Jan-24,Tue,8,08:09,Springleaf,River Valley,13.2,1856,09:39,SHY4842,Maxi Cab,6,6,25.59,10965,Brenda Lei
17404,9-Jan-24,Tue,8,08:09,People’s Park,Serangoon Garden,8.4,980,09:25,SHZ3681,Standard,4,2,18.2,10170,Hilda Fung
17405,9-Jan-24,Tue,8,08:09,Pasir Panjang,Tengah,5.2,873,09:23,SHZ2238,Limosine,4,2,13.72,11399,Phyllis Huang
17406,9-Jan-24,Tue,8,08:10,Woodgrove,People’s Park,10.5,1663,09:36,SHY9613,Limosine,4,2,20.61,11234,Jill Zhan
17407,9-Jan-24,Tue,8,08:10,Simei,Braddell ,6,642,08:20,SHX4488,Limosine,4,1,13.36,10719,Anne Hui
17408,9-Jan-24,Tue,8,08:10,Orchard,Hume Avenue,16.9,1989,09:42,SHX2834,Standard,4,2,38.34,11358,Hannah Lan
17409,9-Jan-24,Tue,8,08:10,Upper Thomson,Sengkang,17.8,1964,09:42,SHZ8918,Standard,4,2,35.62,12413,Betty Kuang
17410,9-Jan-24,Tue,8,08:10,Bedok,Clementi Park,29.3,2778,09:56,SHY2803,Mini Cab,4,1,54.19,12194,Rita Thia
17411,9-Jan-24,Tue,8,08:10,Kembangan,Eastwood,4.3,709,09:21,SHY7746,Standard,4,3,11.69,11465,Gerard Chen
17412,9-Jan-24,Tue,8,08:10,Toa Payoh,Upper Thomson,15.5,2263,09:47,SHX8105,Standard,4,2,31.35,11712,Colin Yin
17413,9-Jan-24,Tue,8,08:11,Springleaf,West Coast,3.3,706,09:21,SHZ9458,Standard,4,1,10.23,10954,Gloria Poon
17414,9-Jan-24,Tue,8,08:11,Bukit Timah,Dunearn Road,2.5,547,08:20,SHY9384,Standard,4,3,8.9,12319,Peggy Sze
17415,9-Jan-24,Tue,8,08:11,Ponggol,Clementi,18.7,2657,09:54,SHX2226,Standard,4,2,32.99,10318,Veronica Loh
17416,9-Jan-24,Tue,8,08:12,Moulmein,Serangoon Road,12.5,2041,09:45,SHY8331,Standard,4,1,25.37,10078,Blanche Cheng
17417,9-Jan-24,Tue,8,08:12,Beach Road,Admiralty Road,11.6,1780,09:41,SHX5521,Limosine,4,4,25.31,11052,Toni Ku
17418,9-Jan-24,Tue,8,08:12,Cecil,Kranji,10.2,1572,09:37,SHY1488,Mini Cab,3,1,21.74,11066,Ronald Boon
17419,9-Jan-24,Tue,8,08:12,Tampines,Telok Blangah,15.3,1889,09:43,SHZ7886,Standard,4,1,31.82,12385,Mabel Tang
17420,9-Jan-24,Tue,8,08:12,Upper East Coast,Little India,10.7,1407,09:35,SHY4969,Mini Cab,4,4,23.35,11596,Glynis Chu
17421,9-Jan-24,Tue,8,08:13,Shenton Way,Upper Bukit Timah,8.1,1347,09:34,SHY4332,Maxi Cab,7,7,17.55,10524,Danny Xue
17422,9-Jan-24,Tue,8,08:13,Eunos,Pasir Panjang,22,2183,09:48,SHX3746,Mini Cab,4,2,44.91,12175,Jill Zhuo
17423,9-Jan-24,Tue,8,08:13,Seletar,Alexandra,5.8,978,09:29,SHY1850,Standard,4,1,15.78,10123,Derek Jin
17424,9-Jan-24,Tue,8,08:14,Bugis,Bouna Vista,9.3,781,09:26,SHY6415,Standard,4,1,18.21,12361,Rashid Khan
17425,9-Jan-24,Tue,8,08:14,Keppel,Changi,16.1,1846,09:44,SHZ5650,Standard,4,3,36,12129,Marjorie Soe
17426,9-Jan-24,Tue,8,08:14,Dover,Sungei Gedong,5.3,746,09:26,SHY7967,Limosine,4,2,11.55,10065,Sally Lew
17427,9-Jan-24,Tue,8,08:15,Hume Avenue,Orchard,17.1,1819,09:44,SHX2202,Limosine,4,2,34.74,12330,Martin Tee
17428,9-Jan-24,Tue,8,08:15,Tampines,West Coast,29.1,3771,09:17,SHY2517,Standard,4,2,50.14,10645,Dylan Pong
17429,9-Jan-24,Tue,8,08:15,Cairnhill,Boat Quay,4.3,706,09:26,SHY7521,Mini Cab,3,3,11.58,12434,Iain Pang
17430,9-Jan-24,Tue,8,08:16,Middle Road,Macpherson,14.8,2047,09:49,SHY5510,Standard,4,4,34.97,10627,Anita Jang
17431,9-Jan-24,Tue,8,08:16,Eastwood,Balestier,10.3,1815,09:45,SHZ2606,Maxi Cab,6,5,22.13,10915,Danush Nandkar
17432,9-Jan-24,Tue,8,08:16,Hougang,Jurong,21,3437,09:12,SHZ7452,Standard,4,1,42.47,11993,Mark Min
17433,9-Jan-24,Tue,8,08:16,Pasir Ris,Sims,6.4,772,09:28,SHY6685,Standard,4,4,13.07,12131,Vera Ow
17434,9-Jan-24,Tue,8,08:17,Chai Chee,Orchard Boulevard,23.5,3484,09:14,SHY4510,Standard,4,1,48.84,10102,Martin Chee
17435,9-Jan-24,Tue,8,08:18,Changi,Sungei Gedong,31.2,3770,09:20,SHZ2806,Mini Cab,4,2,53.67,12276,Rodney 
17436,9-Jan-24,Tue,8,08:18,Cairnhill,Dover,15.3,2558,09:00,SHY7172,Standard,4,4,36.43,11817,Alan Hong
17437,9-Jan-24,Tue,8,08:18,Bayshore,Jurong,29.8,4070,10:24,SHX7554,Standard,4,1,52.91,12428,Sahara Badal
17438,9-Jan-24,Tue,8,08:19,Katong,Sims,3.2,647,09:29,SHX3493,Mini Cab,4,1,8.5,10010,Stewart Bi
17439,9-Jan-24,Tue,8,08:19,People’s Park,Harbourfront,4.5,615,09:29,SHX4592,Standard,4,1,10.51,11433,Nicholas Cheong
17440,9-Jan-24,Tue,8,08:20,City Hall,Bukit Timah,3.4,792,09:32,SHY6572,Mini Cab,4,3,10.35,10607,Neville Gao
17441,9-Jan-24,Tue,8,08:20,West Coast,Dunearn Road,5,776,09:32,SHX1271,Maxi Cab,6,1,13.27,6628,Margaret Ng
17442,9-Jan-24,Tue,8,08:20,Cecil,Little India,4.9,792,09:32,SHY1757,Limosine,4,3,12.4,10498,Jenny Kum
17443,9-Jan-24,Tue,8,08:21,Ponggol,Upper Bukit Timah,21.8,2440,09:00,SHX7485,Standard,4,1,42.75,10230,Gareth An
17444,9-Jan-24,Tue,8,08:21,Ponggol,Thomson,3.3,665,09:31,SHY8444,Mini Cab,4,4,10.32,10099,Paul Mai
17445,9-Jan-24,Tue,8,08:21,Bouna Vista,Boon Lay,3.5,799,09:33,SHY9485,Standard,4,4,10.21,11676,George Eng
17446,9-Jan-24,Tue,8,08:21,Novena,Boon Lay,5.7,826,09:34,SHX4103,Standard,4,4,13.81,10418,Florence Han
17447,9-Jan-24,Tue,8,08:21,Watten Estate,Boat Quay,9.6,1543,09:46,SHY4629,Standard,4,1,21.14,10018,Ross Win
17448,9-Jan-24,Tue,8,08:21,Chai Chee,Tuas,30.6,4276,10:31,SHZ2123,Standard,4,3,65.7,12321,Malcolm Woon
17449,9-Jan-24,Tue,8,08:21,Moulmein,Serangoon Garden,14.3,1797,09:50,SHX6624,Standard,4,1,30.35,10912,Francis Naing
17450,9-Jan-24,Tue,9,09:21,Tiong Bahru,Hougang,7.6,1083,09:39,SHY6935,Premier,4,1,19.01,11423,Lynn Huang
17451,9-Jan-24,Tue,9,09:21,Bedok,Boat Quay,15.3,1641,09:48,SHX7047,Premier,4,2,33.02,11100,Gloria Kum
17452,9-Jan-24,Tue,9,09:21,Woodgrove,Dunearn Road,17.4,2238,09:58,SHZ0338,Mini Cab,3,1,32.71,10152,Hilda Fang
17453,9-Jan-24,Tue,9,09:21,Raffles Place,Ponggol,9.4,1143,09:40,SHY8033,Maxi Cab,7,1,17.83,10594,Allan Tai
17454,9-Jan-24,Tue,9,09:21,Serangoon Garden,Tanglin,15.6,2114,09:56,SHZ7585,Standard,4,3,30.1,11696,Clara Shang
17455,9-Jan-24,Tue,9,09:21,Chancery ,Bukit Batok ,7.3,1022,09:39,SHY7965,Maxi Cab,6,4,17.44,11967,Brian Ban
17456,9-Jan-24,Tue,9,09:22,Bishan,Flora,11.3,1425,09:45,SHY2418,Standard,4,1,21.7,11649,Yvonne Pang
17457,9-Jan-24,Tue,9,09:22,Novena,Kembangan,21.8,3564,10:20,SHX3153,Maxi Cab,7,6,42.78,12043,Andrew Tan
17458,9-Jan-24,Tue,9,09:23,Bishan,Bugis,8.4,1478,09:47,SHX1283,Standard,4,4,20.97,12220,Grace Ng
17459,9-Jan-24,Tue,9,09:23,Ang Mo Kio,Bouna Vista,18.3,2616,09:06,SHX2773,Standard,4,2,37.37,11098,Linda Zhu
17460,9-Jan-24,Tue,9,09:23,Queenstown,Sentosa,1.8,488,09:31,SHY4624,Maxi Cab,6,3,7.03,10993,Ali Ebrahim
17461,9-Jan-24,Tue,9,09:23,Clementi Park,Bukit Timah,6.8,854,09:37,SHX8045,Mini Cab,4,1,14.26,11477,Ashley Sim
17462,9-Jan-24,Tue,9,09:23,Braddell ,City Hall,13.5,1776,09:53,SHY6250,Standard,4,1,30.45,11934,Andrea Foo
17463,9-Jan-24,Tue,9,09:23,Kew Drive,Bouna Vista,24,2617,09:07,SHZ9458,Standard,4,1,50.14,10695,Amy Pok
17464,9-Jan-24,Tue,9,09:24,Upper Thomson,Little India,16,2194,09:00,SHX4244,Standard,4,1,34.46,12169,William Wong
17465,9-Jan-24,Tue,9,09:24,Chinatown,Newton,4.4,739,09:36,SHY9309,Limosine,4,1,10.63,11059,May Liu
17466,9-Jan-24,Tue,9,09:25,City Hall,Meyer,16.3,2223,09:02,SHX8463,Limosine,4,2,29.26,12019,Garry Hua
17467,9-Jan-24,Tue,9,09:25,Havelock Road,Cecil,1.3,385,09:31,SHZ2123,Standard,4,3,6.12,10514,Damian Lau
17468,9-Jan-24,Tue,9,09:26,Serangoon Road,Clementi,14.2,1560,09:52,SHY9725,Premier,4,1,28.25,12039,Raymond Xie
17469,9-Jan-24,Tue,9,09:26,Hillview,East Coast,31,2765,09:12,SHZ8401,Mini Cab,3,3,49.68,11841,Ellen Han
17470,9-Jan-24,Tue,9,09:26,Geylang,Bukit Timah,19,2545,09:09,SHX3386,Maxi Cab,6,2,40.67,10866,Dora Shi
17471,9-Jan-24,Tue,9,09:27,Moulmein,Tanjong Rhu,21.8,2716,09:12,SHY5616,Limosine,4,1,48.94,11612,Saumya Divan
17472,9-Jan-24,Tue,9,09:27,River Valley,Tengah,18.8,2011,09:00,SHX5957,Standard,4,1,38.33,11238,Paul Fan
17473,9-Jan-24,Tue,9,09:27,Chai Chee,Hougang,7.9,971,09:43,SHY1448,Standard,4,1,17.49,10093,Abbie Yeung
17474,9-Jan-24,Tue,9,09:27,East Coast,Yishun,5.7,1081,09:45,SHX5407,Standard,4,2,15.29,10364,Charles Lan
17475,9-Jan-24,Tue,9,09:27,Telok Blangah,Jurong,16.9,2958,09:17,SHY4378,Standard,4,1,36.97,10636,Michael Gao
17476,9-Jan-24,Tue,9,09:27,Hougang,Chinatown,12.2,1763,09:57,SHY7639,Premier,4,4,23.61,11836,Shirley Ye
17477,9-Jan-24,Tue,9,09:27,Katong,Tampines,3.5,733,09:40,SHY9777,Limosine,4,1,9.26,11087,Stuart Yi
17478,9-Jan-24,Tue,9,09:28,Katong,Tagore,21.3,3604,10:27,SHX4403,Standard,4,1,42.32,10746,Arthur Leung
17479,9-Jan-24,Tue,9,09:28,Cairnhill,Chinatown,9.5,1501,09:53,SHY8246,Premier,5,2,21.94,11093,Gregory Xing
17480,9-Jan-24,Tue,9,09:28,Admiralty Drive,Choa Chu Kang,26.3,3478,10:25,SHX3015,Standard,4,3,48.39,12004,Denis Yap
17481,9-Jan-24,Tue,9,09:28,Upper East Coast,Clementi,26.5,3401,10:24,SHY2423,Premier,5,5,44.61,11245,Catherine Pang
17482,9-Jan-24,Tue,9,09:28,Ardmore,Cairnhill,9.1,1440,09:52,SHY2443,Limosine,4,4,20.55,10480,Lewis Guo
17483,9-Jan-24,Tue,9,09:28,Harbourfront,Springleaf,13,1480,09:53,SHY2548,Mini Cab,3,1,29.43,11522,John Jong
17484,9-Jan-24,Tue,9,09:29,Middle Road,Tengah,14,2300,09:07,SHY3466,Mini Cab,4,3,30.35,10716,Joyce Thia
17485,9-Jan-24,Tue,9,09:29,Choa Chu Kang,Chancery ,7.3,954,09:45,SHX4904,Standard,4,4,14.9,10149,Edith Zhang
17486,9-Jan-24,Tue,9,09:29,Telok Blangah,City Hall,6.2,971,09:45,SHX3493,Mini Cab,4,1,16.79,2323,Richard Kwan
17487,9-Jan-24,Tue,9,09:29,Bukit Timah,Farrer Park,11.5,1456,09:53,SHZ3504,Maxi Cab,6,6,24.6,11114,Neil Chiu
17488,9-Jan-24,Tue,9,09:30,Clementi,Yishun,19.9,2315,09:08,SHX1102,Standard,4,1,40.77,11534,Peter Ooi
17489,9-Jan-24,Tue,9,09:30,Flora,Hougang,10.7,1793,09:00,SHY9787,Limosine,4,1,23.68,10015,Mildred Wu
17490,9-Jan-24,Tue,9,09:30,Meyer,Middle Road,16.9,1855,09:01,SHY5810,Standard,4,3,32.87,12243,Albert He
17491,9-Jan-24,Tue,9,09:30,Lim Chu Kang,Beach Road,15.1,2348,09:09,SHY3565,Limosine,4,2,32.12,10932,Tom Yuen
17492,9-Jan-24,Tue,9,09:31,Ulu Pandan,Admiralty Road,20,1206,09:51,SHY8962,Mini Cab,3,1,37.09,10087,Ann Lau
17493,9-Jan-24,Tue,9,09:31,Ang Mo Kio,Boat Quay,7.2,1252,09:51,SHY2828,Mini Cab,3,1,18.31,11751,Penelope Jie
17494,9-Jan-24,Tue,9,09:31,Balmoral,Chancery ,2.6,667,09:42,SHY5653,Limosine,4,1,9.25,11410,Edward Mak
17495,9-Jan-24,Tue,9,09:31,Woodlands,Tuas,21.9,2251,09:09,SHX3493,Mini Cab,4,1,40.16,12389,Clive Sui
17496,9-Jan-24,Tue,9,09:31,Farrer Park,Havelock Road,5.9,954,09:47,SHY6905,Maxi Cab,7,1,14.39,11916,Charlene Dai
17497,9-Jan-24,Tue,9,09:31,Bukit Timah,Watten Estate,4.1,810,09:45,SHX5045,Limosine,4,3,11.41,11490,Nicholas Lee
17498,9-Jan-24,Tue,9,09:32,Sentosa,Ang Mo Kio,5.4,997,09:48,SHY3029,Mini Cab,4,2,14.86,10615,Monica Jiang
